頭文字,製品名,登録番号,列1,用途,有効成分-1,RACｺｰﾄﾞ-1,有効成分-2,RACｺｰﾄﾞ-2,有効成分-3,RACｺｰﾄﾞ-3,有効成分-4,RACｺｰﾄﾞ-4,有効成分-5,RACｺｰﾄﾞ-5
フ,ﾌﾞｲｹﾞｯﾄｱﾄﾞﾏｲﾔｰ粒剤,21053,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ﾁｱｼﾞﾆﾙ,P3,,,,,,
コ,ｺﾛｿ粒剤,21073,,殺そ剤,ｸﾛﾛﾌｧｼﾉﾝ,「-」,,,,,,,,
ヒ,ﾋｯﾄα13,21086,,植物成長調整剤,ｼｱﾅﾐﾄﾞ,「-（植）」,,,,,,,,
ヒ,ﾋｯﾄα10,21087,,植物成長調整剤,ｼｱﾅﾐﾄﾞ,「-（植）」,,,,,,,,
S,STﾊﾟﾀﾞﾝｵﾘｾﾞﾒｰﾄ粒剤,21141,,殺虫殺菌剤,ｶﾙﾀｯﾌﾟ,14,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
シ,ｼﾞｮﾝｶﾗｰﾌﾟﾛ,21145,,植物成長調整剤,ｷﾉｷｻﾘﾝ系,"UN(I*), M10(F*)",MEP,1B,,,,,,
フ,ﾌﾞﾗｼﾝﾀﾞﾝﾄﾂ粉剤DL,21186,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
ヒ,ﾋﾞｰﾑﾊﾞｼｽﾀｰｸﾙ粉剤5DL,21191,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾒﾌﾟﾛﾆﾙ,7,,,,
フ,ﾌﾞﾗｼﾝﾀﾞﾝﾄﾂH粉剤DL,21218,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
タ,ﾀﾞﾝﾄﾂｵﾘｾﾞﾒｰﾄ10箱粒剤,21226,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
エ,ｴｺﾙｰｷｰ,21249,,植物成長調整剤,ｷﾞ酸ｶﾙｼｳﾑ,「-（植）」,,,,,,,,
ア,ｱﾐｽﾀｰﾄﾚﾎﾞﾝSE,21250,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ｱｿﾞｷｼｽﾄﾛﾋﾞﾝ,11,,,,,,
シ,ｼﾝｼﾞｪﾝﾀｱﾐｽﾀｰﾄﾚﾎﾞﾝSE,21251,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ｱｿﾞｷｼｽﾄﾛﾋﾞﾝ,11,,,,,,
漢字,側条ﾊﾟﾀﾞﾝｵﾘｾﾞﾒｰﾄ顆粒水和剤,21270,,殺虫殺菌剤,ｶﾙﾀｯﾌﾟ,14,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
漢字,楽一15,21293,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,楽一19,21294,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,楽一20,21295,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
モ,ﾓｽﾋﾟﾗﾝ･ﾄｯﾌﾟｼﾞﾝMｽﾌﾟﾚｰ,21309,,殺虫殺菌剤,ｱｾﾀﾐﾌﾟﾘﾄﾞ,4A,ﾁｵﾌｧﾈｰﾄﾒﾁﾙ,1,,,,,,
S,STｼﾞﾍﾞﾗ錠,21318,,植物成長調整剤,ｼﾞﾍﾞﾚﾘﾝ,「-（植）」,,,,,,,,
S,STｼﾞﾍﾞﾗ錠5,21319,,植物成長調整剤,ｼﾞﾍﾞﾚﾘﾝ,「-（植）」,,,,,,,,
フ,ﾌﾞｲｹﾞｯﾄﾊﾞﾘｱｰﾄﾞ粒剤,21357,,殺虫殺菌剤,ﾁｱｸﾛﾌﾟﾘﾄﾞ,4A,ﾁｱｼﾞﾆﾙ,P3,,,,,,
ク,ｸﾐｱｲﾌﾙｻﾎﾟｰﾄ箱粒剤,21410,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｽﾋﾟﾉｻﾄﾞ,5,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,
フ,ﾌﾙｻﾎﾟｰﾄ箱粒剤,21411,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｽﾋﾟﾉｻﾄﾞ,5,ﾁﾌﾙｻﾞﾐﾄﾞ,7,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,
D,Dr.ｵﾘｾﾞｱﾄﾞﾏｲﾔｰ箱粒剤,21482,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ヒ,ﾋﾞﾙﾀﾞｰｽﾀｰｸﾙ箱粒剤,21496,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎｸｺｰﾋﾞﾙﾀﾞｰｽﾀｰｸﾙ箱粒剤,21497,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
漢字,楽一21,21557,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,楽一25,21558,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,楽一27,21559,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,楽一20S,21560,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
ヒ,ﾋﾞｰﾑﾀﾞﾝﾄﾂH粉剤DL,21624,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
S,SDSｽﾐﾁｵﾝﾀﾞｺﾆｰﾙ粉剤DL,21651,,殺虫殺菌剤,MEP,1B,TPN,M5,,,,,,
ス,ｽｻｰﾉﾏｯｸｽ液剤,21672,,植物成長調整剤,ﾄﾘﾈｷｻﾊﾟｯｸｴﾁﾙ,「-（植）」,,,,,,,,
フ,ﾌﾞﾗｼﾝﾀﾞﾝﾄﾂﾌﾛｱﾌﾞﾙ,21702,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
ホ,ﾎｸｺｰﾗﾌﾞｻｲﾄﾞｽﾀｰｸﾙﾌﾛｱﾌﾞﾙ,21710,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌｻﾗｲﾄﾞ,16.1,,,,,,
S,STﾋﾞｰﾑｴｲﾄﾄﾚﾎﾞﾝｿﾞﾙ,21745,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
S,STﾗﾌﾞﾊﾞﾘﾀﾞﾄﾚﾎﾞﾝ粉剤DL,21787,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ﾊﾞﾘﾀﾞﾏｲｼﾝ,U18,ﾌｻﾗｲﾄﾞ,16.1,,,,
ワ,ﾜｲﾄﾞﾅｰｴｰｽ粉剤DL,21801,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾃﾌﾞﾌｪﾉｼﾞﾄﾞ,18,ﾌﾞﾌﾟﾛﾌｪｼﾞﾝ,16,ﾌｻﾗｲﾄﾞ,16.1,ﾌﾙﾄﾗﾆﾙ,7
G,GFｵﾙﾄﾗﾝC,21811,,殺虫殺菌剤,ｱｾﾌｪｰﾄ,1B,MEP,1B,ﾄﾘﾎﾘﾝ,3,,,,
コ,ｺｰﾌﾟｼｮｰﾄ一発21,21838,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
ホ,ﾎｸｺｰﾗﾌﾞｻｲﾄﾞｷﾗｯﾌﾟ粉剤DL,21855,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾌｻﾗｲﾄﾞ,16.1,,,,,,
コ,ｺﾗﾄｯﾌﾟｽﾀｰｸﾙ1ｷﾛ粒剤,21871,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾋﾟﾛｷﾛﾝ,16.1,,,,,,
イ,ｲﾓﾁｴｰｽｽﾀｰｸﾙ粒剤,21886,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾒﾄﾐﾉｽﾄﾛﾋﾞﾝ,11,,,,,,
ホ,ﾎｸｺｰｲﾓﾁｴｰｽｽﾀｰｸﾙ粒剤,21888,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾒﾄﾐﾉｽﾄﾛﾋﾞﾝ,11,,,,,,
フ,ﾌﾞﾗｼﾝｷﾗｯﾌﾟ粉剤DL,21889,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾌｪﾘﾑｿﾞﾝ,U14,ﾌｻﾗｲﾄﾞ,16.1,,,,
フ,ﾌﾟﾘﾓﾏｯｸｽ液剤,21959,,植物成長調整剤,ﾄﾘﾈｷｻﾊﾟｯｸｴﾁﾙ,「-（植）」,,,,,,,,
ラ,ﾗﾌﾞｻｲﾄﾞﾀﾞﾝﾄﾂﾌﾛｱﾌﾞﾙ,21974,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌｻﾗｲﾄﾞ,16.1,,,,,,
コ,ｺﾒﾎｰﾌﾟ箱粒剤,22003,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾁｱｼﾞﾆﾙ,P3,,,,,,
キ,ｷｸｴﾓﾝ,22004,,植物成長調整剤,ﾀﾞﾐﾉｼﾞｯﾄﾞ,「-（植）」,,,,,,,,
ヘ,ﾍﾞﾆｶｸﾞﾘｰﾝVｽﾌﾟﾚｰ,22009,,殺虫殺菌剤,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾐｸﾛﾌﾞﾀﾆﾙ,3,,,,,,
フ,ﾌﾞｲｹﾞｯﾄﾌﾟﾘﾝｽﾘﾝﾊﾞｰL粒剤,22010,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾁｱｼﾞﾆﾙ,P3,ﾌﾗﾒﾄﾋﾟﾙ,7,,,,
ヒ,ﾋﾞｰﾑｴｲﾄｽﾀｰｸﾙｿﾞﾙ,22036,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
ア,ｱﾌﾟﾗｲﾌﾟﾘﾝｽ粒剤10,22039,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾁｱｼﾞﾆﾙ,P3,,,,,,
コ,ｺｰﾌﾟｼｮｰﾄ一発27,22060,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
コ,ｺｰﾌﾟｼｮｰﾄ一発25,22061,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,日農ﾋﾞｰﾑｱﾌﾟﾛｰﾄﾞｽﾀｰｸﾙ粉剤5DL,22063,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾞﾌﾟﾛﾌｪｼﾞﾝ,16,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
ク,ｸﾐｱｲﾋﾞｰﾑｱﾌﾟﾛｰﾄﾞｽﾀｰｸﾙ粉剤5DL,22064,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾞﾌﾟﾛﾌｪｼﾞﾝ,16,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
イ,ｲﾓﾁｴｰｽｷﾗｯﾌﾟ粒剤,22078,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ﾒﾄﾐﾉｽﾄﾛﾋﾞﾝ,11,,,,,,
ヒ,ﾋﾞｰﾑﾓﾝｾﾚﾝｽﾀｰｸﾙ粉剤5DL,22102,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾍﾟﾝｼｸﾛﾝ,20,,,,
サ,ｻﾝﾌﾞﾚｲｸ液剤,22170,,農薬肥料,ﾋﾄﾞﾛｷｼｲｿｷｻｿﾞｰﾙｶﾘｳﾑ,32,,,,,,,,
サ,ｻｼﾞｪｽﾄ微粒剤F,22180,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾍﾟﾝｼｸﾛﾝ,20,,,,
フ,ﾌｨｰﾙﾄﾞﾜｰｸ,22181,,農薬肥料,DBN,29,,,,,,,,
ノ,ﾉﾝﾌﾞﾗｽﾀﾞﾝﾄﾂﾌﾛｱﾌﾞﾙ,22257,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾌｪﾘﾑｿﾞﾝ,U14,,,,
ヒ,ﾋﾞｰﾑﾓﾝｶｯﾄｽﾀｰｸﾙF粉剤5DL,22268,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,ﾌﾙﾄﾗﾆﾙ,7,,,,
テ,ﾃﾞｼﾞﾀﾙﾒｶﾞﾌﾚｱ箱粒剤,22279,,殺虫殺菌剤,ﾁｱﾒﾄｷｻﾑ,4A,ﾋﾟﾛｷﾛﾝ,16.1,,,,,,
カ,ｶﾞｰﾃﾞｨｰAL,22329,,殺虫殺菌剤,ｴﾏﾒｸﾁﾝ安息香酸塩,6,ﾁｱﾒﾄｷｻﾑ,4A,ｼﾞﾌｪﾉｺﾅｿﾞｰﾙ,3,,,,
カ,ｶﾀﾞﾝﾌﾟﾗｽDX,22330,,殺虫殺菌剤,ｴﾏﾒｸﾁﾝ安息香酸塩,6,ﾁｱﾒﾄｷｻﾑ,4A,ｼﾞﾌｪﾉｺﾅｿﾞｰﾙ,3,,,,
漢字,花華やか 顆粒水溶剤,22335,,殺虫殺菌剤,ｴﾏﾒｸﾁﾝ安息香酸塩,6,ﾁｱﾒﾄｷｻﾑ,4A,ｼﾞﾌｪﾉｺﾅｿﾞｰﾙ,3,,,,
ホ,ﾎｸｺｰﾌｧｰｽﾄｵﾘｾﾞﾌﾟﾘﾝｽ粒剤6,22360,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
タ,ﾀｰﾑ水溶剤,22388,,植物成長調整剤,1-ﾅﾌﾀﾚﾝ酢酸ﾅﾄﾘｳﾑ,「-（植）」,,,,,,,,
ア,ｱｰｸﾗﾝﾄﾞ液剤,22389,,植物成長調整剤,1-ﾅﾌﾀﾚﾝ酢酸ﾅﾄﾘｳﾑ,「-（植）」,,,,,,,,
ヒ,ﾋｵﾓﾝ水溶剤,22390,,植物成長調整剤,1-ﾅﾌﾀﾚﾝ酢酸ﾅﾄﾘｳﾑ,「-（植）」,,,,,,,,
ア,ｱﾐｽﾀｰｱｸﾀﾗSC,22403,,殺虫殺菌剤,ﾁｱﾒﾄｷｻﾑ,4A,ｱｿﾞｷｼｽﾄﾛﾋﾞﾝ,11,,,,,,
漢字,協友ｱﾐｽﾀｰｱｸﾀﾗSC,22404,,殺虫殺菌剤,ﾁｱﾒﾄｷｻﾑ,4A,ｱｿﾞｷｼｽﾄﾛﾋﾞﾝ,11,,,,,,
D,Dr.ｵﾘｾﾞｽﾀｰｸﾙ箱粒剤,22416,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ヒ,ﾋﾞｰﾑｽﾀｰｸﾙ微粒剤F,22426,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,,,
ヒ,ﾋﾞｰﾅｲﾝｽﾌﾟﾚｰ,22429,,植物成長調整剤,ﾀﾞﾐﾉｼﾞｯﾄﾞ,「-（植）」,,,,,,,,
漢字,楽一18,22450,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,楽一20W,22451,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄｽﾀｰｸﾙ粉剤DL,22479,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄﾄﾚﾎﾞﾝ粉剤DL,22490,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
ヘ,ﾍﾞﾆｶXﾌｧｲﾝｽﾌﾟﾚｰ,22506,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾒﾊﾟﾆﾋﾟﾘﾑ,9,,,,
ホ,ﾎｸｺｰﾌｧｰｽﾄｵﾘｾﾞﾌﾟﾘﾝｽ粒剤10,22548,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
フ,ﾌｧｰｽﾄｵﾘｾﾞﾌﾟﾘﾝｽ粒剤10,22549,,殺虫殺菌剤,ﾌｨﾌﾟﾛﾆﾙ,2B,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
ホ,ﾎｸｺｰDr.ｵﾘｾﾞﾌｪﾙﾃﾗ粒剤,22561,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
D,Dr.ｵﾘｾﾞﾌｪﾙﾃﾗ粒剤,22562,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
フ,ﾌｼﾞﾜﾝﾗｯﾌﾟ粒剤,22564,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ｲｿﾌﾟﾛﾁｵﾗﾝ,6,,,,,,
フ,ﾌｼﾞﾜﾝﾌｪﾙﾃﾗ粒剤,22567,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾌﾟﾛﾁｵﾗﾝ,6,,,,,,
ヘ,ﾍﾞﾆｶXﾌｧｲﾝｴｱｿﾞｰﾙ,22576,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ﾌｪﾝﾌﾟﾛﾊﾟﾄﾘﾝ,3A,ﾒﾊﾟﾆﾋﾟﾘﾑ,9,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄﾄﾚﾎﾞﾝﾌﾛｱﾌﾞﾙ,22636,,殺虫殺菌剤,ｴﾄﾌｪﾝﾌﾟﾛｯｸｽ,3A,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
ホ,ﾎｸｺｰﾄｯﾌﾟｼﾞﾝｽﾀｰｸﾙ粉剤DL,22642,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾁｵﾌｧﾈｰﾄﾒﾁﾙ,1,,,,,,
ホ,ﾎｸｻﾝりん化亜鉛10,22645,,殺そ剤,ﾘﾝ化亜鉛,24A,,,,,,,,
M,MICﾋﾞﾙﾀﾞｰﾌｪﾙﾃﾗｽﾀｰｸﾙ箱粒剤,22660,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,
ス,ｽﾀｳﾄﾀﾞﾝﾄﾂ箱粒剤,22698,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ス,ｽﾀｳﾄﾀﾞﾝﾄﾂ箱粒剤08,22699,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ツ,ﾂｲﾝﾀｰﾎﾞ箱粒剤08,22700,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ル,ﾙｰﾁﾝｱﾄﾞﾏｲﾔｰ箱粒剤,22703,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ク,ｸﾐｱｲﾙｰﾁﾝｱﾄﾞﾏｲﾔｰ箱粒剤,22704,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ル,ﾙｰﾁﾝｱﾄﾞｽﾋﾟﾉ箱粒剤,22705,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｽﾋﾟﾉｻﾄﾞ,5,ｲｿﾁｱﾆﾙ,P3,,,,
ル,ﾙｰﾁﾝｱﾄﾞｽﾋﾟﾉGT箱粒剤,22706,,殺虫殺菌剤,ｲﾐﾀﾞｸﾛﾌﾟﾘﾄﾞ,4A,ｽﾋﾟﾉｻﾄﾞ,5,ｲｿﾁｱﾆﾙ,P3,ﾁﾌﾙｻﾞﾐﾄﾞ,7,,
ル,ﾙｰﾁﾝﾊﾞﾘｱｰﾄﾞ箱粒剤,22707,,殺虫殺菌剤,ﾁｱｸﾛﾌﾟﾘﾄﾞ,4A,ｲｿﾁｱﾆﾙ,P3,,,,,,
ツ,ﾂｲﾝﾀｰﾎﾞﾌｪﾙﾃﾗ箱粒剤,22708,,殺虫殺菌剤,ｸﾛﾁｱﾆｼﾞﾝ,4A,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ｲｿﾁｱﾆﾙ,P3,,,,
ク,くみあいｺｰﾌﾟｶﾞｰﾄﾞ一発664,22737,,農薬肥料,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,,,
ク,ｸｻﾋﾟｰｽｸﾞﾘｰﾝ粒剤,22744,,農薬肥料,ｼｱﾅｼﾞﾝ,5,DBN,29,,,,,,
シ,ｼﾊﾞﾆｰﾄﾞｸﾞﾘｰﾝ粒剤,22745,,農薬肥料,ｼｱﾅｼﾞﾝ,5,DBN,29,,,,,,
キ,ｷｰﾌﾟﾚｲﾔｰ,22746,,農薬肥料,ﾁｱﾒﾄｷｻﾑ,4A,,,,,,,,
シ,ｼﾊﾞﾚﾝｼﾞｬｰ,22748,,農薬肥料,ﾄﾘｱｼﾞﾌﾗﾑ,29,DBN,29,,,,,,
シ,ｼﾊﾞｷｰﾌﾟﾌﾟﾗｽα,22749,,農薬肥料,ﾄﾘｱｼﾞﾌﾗﾑ,29,DBN,29,,,,,,
ヒ,ﾋﾞｰﾅｲﾝ顆粒水溶剤,22759,,植物成長調整剤,ﾀﾞﾐﾉｼﾞｯﾄﾞ,「-（植）」,,,,,,,,
漢字,側条用ｺｰﾌﾟｼｮｰﾄ一発20,22780,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
ア,ｱﾌﾟﾛｰﾄﾞﾓﾝｶｯﾄｽﾀｰｸﾙF粉剤DL,22784,,殺虫殺菌剤,ｼﾞﾉﾃﾌﾗﾝ,4A,ﾌﾞﾌﾟﾛﾌｪｼﾞﾝ,16,ﾌﾙﾄﾗﾆﾙ,7,,,,
ア,ｱﾌﾟﾗｲﾌｪﾙﾃﾗ粒剤,22786,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾁｱｼﾞﾆﾙ,P3,,,,,,
ス,ｽﾏｰﾄﾌﾚｯｼｭくん蒸剤,22804,,植物成長調整剤,1-ﾒﾁﾙｼｸﾛﾌﾟﾛﾍﾟﾝ,「-（植）」,,,,,,,,
ホ,ﾎｸｺｰﾌｧｰｽﾄｵﾘｾﾞﾌｪﾙﾃﾗ粒剤,22823,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
フ,ﾌｧｰｽﾄｵﾘｾﾞﾌｪﾙﾃﾗ粒剤,22824,,殺虫殺菌剤,ｸﾛﾗﾝﾄﾗﾆﾘﾌﾟﾛｰﾙ,28,ﾌﾟﾛﾍﾞﾅｿﾞｰﾙ,P2,,,,,,
漢字,粉衣用ﾍﾟｱｰｶｽﾐﾝD,22874,,殺虫殺菌剤,ﾀﾞｲｱｼﾞﾉﾝ,1B,ｶｽｶﾞﾏｲｼﾝ,24,ﾁｳﾗﾑ,M3,,,,
漢字,登熟一番25,22880,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,登熟一番20S,22881,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,登熟一番20W,22882,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,登熟一番18,22883,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,登熟一番21,22884,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
漢字,登熟一番27,22885,,農薬肥料,ｳﾆｺﾅｿﾞｰﾙP,「-（植）」,,,,,,,,
タ,ﾀﾞﾌﾞﾙｶｯﾄK粉剤DL,22887,,殺虫殺菌剤,ｴﾁﾌﾟﾛｰﾙ,2B,ｶｽｶﾞﾏｲｼﾝ,24,ﾄﾘｼｸﾗｿﾞｰﾙ,16.1,,,,
